	ols	count
1306	gold mine	1
1307	alas	1
1308	environment determined by a biofilm on a non-saline surface	1
1309	saline sediment environment	1
1310	non-saline sediment environment	1
1311	non-saline planetary subsurface environment	1
1312	pulp-bleaching waste water	1
1313	oceanic subsurface zone	1
1314	self-heating coal mine waste material	1
1315	soil environment	1
1316	ria	1
1317	hypersaline water environment	1
1318	sterile water environment	1
1319	geothermal power plant	1
1320	fungi-associated environment	1
1321	highly saline water	1
1322	chromate contaminated soil	1
1323	borax leachate	1
1324	arsenic-rich mud	1
1325	sewage	1
1326	usage of an environment for defence	1
1327	kame terrace	1
1328	monadnock	1
1329	drumlin field	1
1330	Nye channel	1
1331	environment associated with a fungal tissue	1
1332	environment associated with a plant part or small plant	1
1333	dirt cone	1
1334	arete	1
1335	creosote contaminated soil	1
1336	raw primary sludge	1
1337	secondary sludge	1
1338	biosolids	1
1339	oil sludge	1
1340	gold mine drainage	1
1341	stack	1
1342	dune soil	1
1343	environment determined by a biofilm on a saline surface	1
1344	moderately saline water	1
1345	slightly saline water	1
1346	pond water	1
1347	methane clathrate	1
1348	tropical marine upwelling biome	1
1349	outwash fan	1
1350	subtropical moist broadleaf forest biome	1
1351	temperate mediterranean sea biome	1
1352	temperate marginal sea biome	1
1353	area of mixed forest	1
1354	tropical marine coral reef biome	1
1355	marl	1
1356	oil contaminated soil	1
1357	area of dwarf scrub	1
1358	flower-rich field margin strip	1
1359	natural arch	1
1360	hair ice	1
1361	area of evergreen forest	1
1362	water vapour saturated air	1
1363	fresh animal manure	1
1364	distilled water	1
1365	tap water	1
1366	temperate marine upwelling biome	1
1367	turbulent aquatic surface layer	1
1368	environment determined by a biofilm on a fungal surface	1
1369	natural lake	1
1370	environment determined by a biofilm on an animal surface	1
1371	machair	1
1372	environment determined by a biofilm on a plant surface	1
1373	chicken breeding waste material	1
1374	environment determined by a metazoan secretion	1
1375	coastal dune	1
1376	fecal environment	1
1377	nuclear power plant	1
1378	fluvisol	1
1379	adobe	1
1380	humic lake	1
1381	hypersaline lake	1
1382	mediterranean grassland biome	1
1383	stagnosol	1
1384	technosol	1
1385	subtropical dry broadleaf forest biome	1
1386	hay	1
1387	overflow structure	1
1388	clay soil	1
1389	lateral moraine	1
1390	podzol	1
1391	tote bin	1
1392	supermarket	1
1393	wrench	1
1394	livestock house	1
1395	calf shed	1
1396	clothes dryer	1
1397	hangar	1
1398	listed building	1
1399	mosque	1
1400	Kaaba	1
1401	chapter house	1
1402	packaging machine	1
1403	pallet	1
1404	peeler	1
1405	pump	1
1406	squeegee	1
1407	cupboard	1
1408	tray	1
1409	wheel	1
1410	sewing table	1
1411	litter	1
1412	chicken house	1
1413	barn	1
1414	sheet of paper	1
1415	water trough	1
1416	water tank	1
1417	broiler	1
1418	tote bag	1
1419	regosol	1
1420	preprocessing plant	1
1421	lead paint	1
1422	zinc chloride fume	1
1423	oil shale	1
1424	natural wax	1
1425	aluminum welding fume	1
1426	vanadium fume	1
1427	paraffin wax fume	1
1428	copper ore	1
1429	platinum ore	1
1430	gold ore	1
1431	walk-in clinic	1
1432	physiotherapy clinic	1
1433	pain clinic	1
1434	optometry clinic	1
1435	framed bed	1
1436	bituminous sand	1
1437	oil pipeline network	1
1438	cellophane	1
1439	natural-based polymer	1
1440	cork	1
1441	baseboard	1
1442	charcuterie shop	1
1443	stable bandage	1
1444	meat processing plant	1
1445	cheese processing plant	1
1446	gypsum	1
1447	chicken manure	1
1448	vacuum cleaner	1
1449	swing bridge	1
1450	erosionally enriched glacial ice	1
1451	massif	1
1452	canal head reservoir	1
1453	biosphere reserve	1
1454	world heritage site	1
1455	pyroclastic shield volcano	1
1456	complex volcano	1
1457	tuya	1
1458	brine pool	1
1459	Ramsar site	1
1460	clock	1
1461	pressure lamp	1
1462	rainwater	1
1463	sandy clay loam	1
1464	silty loam	1
1465	sandy loam	1
1466	fine sand	1
1467	loamy sand	1
1468	double tree line ecotone	1
1469	desert-alpine tree line ecotone	1
1470	lichen woodland	1
1471	polar tree-line ecotone	1
1472	vegetated hill	1
1473	continental subsurface zone	1
1474	fissure water	1
1475	blue ice	1
1476	permafrost crater derived from a methane explosion	1
1477	slab snow	1
1478	game reserve	1
1479	suspension bridge	1
1480	overpass	1
1481	humpback bridge	1
1482	footbridge	1
1483	drawbridge	1
1484	Bailey bridge	1
1485	big-box store	1
1486	desert island	1
1487	wind farm	1
1488	skerry	1
1489	riverfront	1
1490	business park	1
1491	atmosphere and water column exposed melt pond	1
1492	air vent	1
1493	shopping mall	1
1494	private prison	1
1495	polling booth	1
1496	snow layer	1
1497	ice fog	1
1498	freezing fog	1
1499	agricultural potting mixture	1
1500	firebreak	1
1501	subglacial lake	1
1502	water column exposed melt pond	1
1503	wood ash	1
1504	hydraulic cement	1
1505	constructed monument	1
1506	face cream product	1
1507	acidic environment	1
1508	artificial satellite	1
1509	alcohol fermentation pit	1
1510	greenhouse	1
1511	water filter	1
1512	buoy	1
1513	lichen material	1
1514	crustal fluid	1
1515	cloud water	1
1516	industrial park	1
1517	shredder	1
1518	oil refinery	1
1519	photobioreactor	1
1520	waste stabilization pond	1
1521	oil mill	1
1522	aquaculture farm	1
1523	alkaline environment	1
1524	ocean acidification	1
1525	acidification of an aquatic environment	1
1526	lava field	1
1527	andesitic volcano	1
1528	spring water	1
1529	dacitic volcano	1
1530	disturbed ecosystem	1
1531	marine bathyal zone biome	1
1532	water table	1
1533	compacted soil	1
1534	runoff	1
1535	cis-dichloroethane contaminated sediment	1
1536	solonetz	1
1537	vertisol	1
1538	umbrisol	1
1539	solonchak	1
1540	planosol	1
1541	plinthosol	1
1542	phaeozem	1
1543	luvisol	1
1544	borehole	1
1545	basalt	1
1546	unexploded-ordnance dump	1
1547	volcanic rock	1
1548	residual water in soil	1
1549	plutonic rock	1
1550	xeric basin biome	1
1551	small freshwater lake biome	1
1552	feather environment	1
1553	face skin environment	1
1554	culturing environment	1
1555	intestine environment	1
1556	coke	1
1557	tidal power plant	1
1558	ocean thermal power station	1
1559	lignite power plant	1
1560	karst cave	1
1561	pig manure	1
1562	thermal nuclear reactor	1
1563	horse manure	1
1564	small river biome	1
1565	large river delta biome	1
1566	large river headwater biome	1
1567	ravine	1
1568	mixed grassland	1
1569	acute care facility	1
1570	homeless shelter	1
1571	fire station	1
1572	university building	1
1573	school building	1
1574	conference room	1
1575	church building	1
1576	airport transit lounge	1
1577	airport concourse	1
1578	building corridor	1
1579	dairy farm	1
1580	agricultural experimental station	1
1581	public transport hub	1
1582	atmosphere-exposed melt pond	1
1583	brine channel	1
1584	salt glacier	1
1585	cryoconite hole	1
1586	englacial stream	1
1587	research nuclear reactor	1
1588	fast neutron reactor	1
1589	large freshwater lake biome	1
1590	arenosol	1
1591	anthrosol	1
1592	ferralsol	1
1593	tannery	1
1594	bore hole water	1
1595	quinate enriched soil	1
1596	L-(+)-tartrate enriched soil	1
1597	poly-beta-hydroxybutyrate enriched soil	1
1598	salicylate enriched soil	1
1599	threonine enriched soil	1
1600	kynurenate enriched soil	1
1601	testosterone enriched soil	1
1602	pantothenate enriched soil	1
1603	nitisol	1
1604	gypsisol	1
1605	alisol	1
1606	gleysol	1
1607	lixisol	1
1608	leptosol	1
1609	kastanozem	1
1610	calcisol	1
1611	durisol	1
1612	chernozem	1
1613	cryosol	1
1614	cambisol	1
1615	acrisol	1
1616	albeluvisol	1
1617	microbialite	1
1618	public building	1
1619	halite	1
1620	driveway	1
1621	Bathymodiolus-dominated oceanic mussel reef	1
1622	transvasement	1
1623	area of attached Modiolus assemblages	1
1624	neritic mussel reef	1
1625	hydroelectric reservoir	1
1626	drinking water reservoir	1
1627	tidal mangrove shrubland	1
1628	bone element environment	1
1629	area of low atmospheric pressure	1
1630	atmospheric zone	1
1631	paved parking lot	1
1632	concrete road	1
1633	marine hadal zone biome	1
1634	asphalt road	1
1635	rural stormwater	1
1636	irrigation reservoir	1
1637	vog	1
1638	saline shrimp pond water	1
1639	coastal shrimp pond	1
1640	crop canopy	1
1641	residual kerogen	1
1642	humic kerogen	1
1643	sulfrous kerogen	1
1644	recalcitrant kerogen	1
1645	marine abyssal zone biome	1
1646	flood control reservoir	1
1647	sapropelic kerogen	1
1648	volcanic fissure	1
1649	tenement	1
1650	skyscraper	1
1651	orangery	1
1652	oast house	1
1653	bottle	1
1654	latex	1
1655	residential environment	1
1656	river bed	1
1657	intermittent wetland	1
1658	mountain spur	1
1659	subglacial volcano	1
1660	epeiric sea biome	1
1661	maelstrom	1
1662	neritic mesopelagic zone biome	1
1663	neritic epipelagic zone biome	1
1664	neritic sea surface microlayer biome	1
1665	oceanic benthopelagic zone biome	1
1666	oceanic hadal pelagic zone biome	1
1667	oceanic abyssopelagic zone biome	1
1668	oceanic bathypelagic zone biome	1
1669	oceanic mesopelagic zone biome	1
1670	oceanic epipelagic zone biome	1
1671	oceanic sea surface microlayer biome	1
1672	terracette	1
1673	labile kerogen	1
1674	amenity lake	1
1675	neonatal intensive care unit	1
1676	methane-laden permafrost	1
1677	pediatric intensive care unit facility	1
1678	pediatric unit facility	1
1679	pain management unit facility	1
1680	orthopaedics unit facility	1
1681	ophthalmology unit facility	1
1682	oncology unit facility	1
1683	occupational therapy unit facility	1
1684	nutrition and dietetics unit facility	1
1685	neurology unit facility	1
1686	nephrology unit facility	1
1687	neonatal intensive care unit facility	1
1688	methane-releasing thermokarst lake	1
1689	physiotherapy unit facility	1
1690	slush ice layer	1
1691	shuga	1
1692	grease ice layer	1
1693	multiyear ice	1
1694	second year ice	1
1695	first year ice	1
1696	intraglacial lake	1
1697	ice-encased melt pond	1
1698	natural nuclear fission reactor	1
1699	boiler slag	1
1700	bottom ash	1
1701	pharmacy unit facility	1
1702	post-anesthesia care unit facility	1
1703	tropical marginal sea biome	1
1704	massage therapy clinic	1
1705	IUCN protected area with sustainable use of natural resources	1
1706	refractory astrogeological material	1
1707	astrogeological gas	1
1708	suspended sediment	1
1709	cosmogenous sediment	1
1710	seasonal marine thermocline	1
1711	permanent marine thermocline	1
1712	eastern boundary current	1
1713	western boundary current	1
1714	along-front current	1
1715	ophthalmology clinic	1
1716	family practice clinic	1
1717	high dependency unit facility	1
1718	dental clinic	1
1719	chiropractic clinic	1
1720	ribbon lake	1
1721	clinic	1
1722	tertiary referral hospital	1
1723	patient room	1
1724	urology unit facility	1
1725	rheumatology unit facility	1
1726	radiotherapy unit facility	1
1727	psychiatric intensive care unit facility	1
1728	psychiatric unit facility	1
1729	mausoleum	1
1730	bowling alley	1
1731	pliofilm	1
1732	pleural effusion material	1
1733	orchard soil	1
1734	muddy soil	1
1735	roadside soil	1
1736	arable soil	1
1737	alpine soil	1
1738	sea foam	1
1739	karst field	1
1740	firn	1
1741	neve	1
1742	oronasal secretion material	1
1743	tear material	1
1744	vitreous humor material	1
1745	salt contaminated soil	1
1746	breast milk material	1
1747	chyle material	1
1748	cryopeg	1
1749	area of seasonal sea ice	1
1750	frozen lead	1
1751	water ice surface layer	1
1752	frost-formed hummock	1
1753	sea ice hummock	1
1754	glacier ice field	1
1755	sea ice field	1
1756	area of drift ice	1
1757	pasture soil	1
1758	peaty paddy field soil	1
1759	mylar	1
1760	marine pelagic zone	1
1761	sphagnum bog	1
1762	high-level radioactive sediment	1
1763	agricultural process	1
1764	marine salt marsh biome	1
1765	estuarine biome	1
1766	coastal upwelling	1
1767	concentration basin mediterranean sea biome	1
1768	oil well	1
1769	ocean time series station	1
1770	botanical garden	1
1771	dolomite	1
1772	oceanic zone	1
1773	steppe soil	1
1774	marine neritic zone	1
1775	permanent spring	1
1776	ephemeral spring	1
1777	rift lake	1
1778	fjord lake	1
1779	periglacial lake	1
1780	endorheic lake	1
1781	sinkhole	1
1782	olive grove	1
1783	peat swamp	1
1784	tropical soil	1
1785	area of sea ice	1
1786	red clay	1
1787	siliceous ooze	1
1788	processing line	1
1789	atmospheric isobaric surface	1
1790	sacred site	1
1791	meromictic pond	1
1792	marine lake water	1
1793	marine lake	1
1794	fermentation starter	1
1795	experimental forest ecosystem	1
1796	eutrophic pond	1
1797	pathogen-suppressive soil	1
1798	cold room	1
1799	cay	1
1800	mariculture process	1
1801	biological product	1
1802	physician office	1
1803	airplane	1
1804	veterinary facility	1
1805	hotel	1
1806	food production high-risk contamination area	1
1807	food production medium-risk contamination area	1
1808	food production low-risk contamination area	1
1809	food prossessing non-production area	1
1810	open cage mariculture process	1
1811	food production environmental monitoring zone	1
1812	ceramic	1
1813	polar front	1
1814	anafront	1
1815	katafront	1
1816	intertropical front	1
1817	interstitial fluid material	1
1818	lymph material	1
1819	mucus material	1
1820	synovial fluid material	1
1821	pus material	1
1822	sebum material	1
1823	saliva material	1
1824	lithia spring	1
1825	glaze	1
1826	hoarfrost	1
1827	depth hoar	1
1828	volcanic soil	1
1829	arid biome	1
1830	subalpine biome	1
1831	active sulphate-reducing enrichment culturing unit	1
1832	bubble plume	1
1833	semi-diurnal marine tidal flow process	1
1834	blind thrust fault	1
1835	secondary cold front	1
1836	neutral occluded front	1
1837	warm occluded front	1
1838	cold occluded front	1
1839	upper front	1
1840	fly ash	1
1841	cerebrospinal fluid material	1
1842	ear wax material	1
1843	key biodiversity area	1
1844	tertiary atmosphere	1
1845	secondary atmosphere	1
1846	primary atmosphere	1
1847	freshwater marsh	1
1848	saline marsh	1
1849	saline evaporation pond	1
1850	island arc	1
1851	pyroclastic cone	1
1852	site of special scientific interest	1
1853	hot tub	1
1854	public road	1
1855	national wildlife refuge	1
1856	industrial wastewater	1
1857	IUCN national park	1
1858	mid-shelf fronts	1
1859	tidal mixing front	1
1860	coastal buoyancy current front	1
1861	plume front	1
1862	estuarine front	1
1863	pelagic isopycnal surface	1
1864	ephemeral island	1
1865	pelagic isohaline surface	1
1866	pelagic isothermal surface	1
1867	marine lysocline	1
1868	diatomite	1
1869	private swimming pool	1
1870	ophiolites	1
1871	tropical deciduous broadleaf forest	1
1872	river plume	1
1873	mineral horizon	1
1874	membrane bioreactor	1
1875	interstitial water	1
1876	formation fluid	1
1877	food waste	1
1878	electrical switch	1
1879	drinking water treatment plant	1
1880	drinking water pipeline network	1
1881	temperate mixed broadleaf forest	1
1882	tropical semi-deciduous broadleaf forest	1
1883	temperate deciduous needleleaf forest	1
1884	water intake	1
1885	temperate deciduous broadleaf forest	1
1886	tropical lowland evergreen broadleaf rain forest	1
1887	temperate evergreen needleleaf forest	1
1888	talus cave	1
1889	hydrothermal seep	1
1890	aquatic natural environment	1
1891	terrestrial natural environment	1
1892	lake with a hypoxic hypolimnion	1
1893	take-out restaurant	1
1894	food truck	1
1895	cafeteria	1
1896	marine nutricline	1
1897	marine pycnocline	1
1898	marine chemocline	1
1899	marine channel	1
1900	rocky sand	1
1901	acid dune sand	1
1902	lake bottom mud	1
1903	marine sludge	1
1904	marine mud	1
1905	water scum	1
1906	muddy water	1
1907	red soil	1
1908	bluegrass field soil	1
1909	rubber plantation soil	1
1910	eucalyptus forest soil	1
1911	lake channel	1
1912	oceanic gyre	1
1913	cinder cone	1
1914	spatter cone	1
1915	mud volcano	1
1916	stratovolcano	1
1917	mid-ocean ridge	1
1918	kipuka	1
1919	ford	1
1920	methane gas emission process	1
1921	contaminated land	1
1922	nest of alligator	1
1923	ice wedge	1
1924	desert sand	1
1925	bulk soil	1
1926	nest of ant	1
1927	nest of bird	1
1928	marine oligotrophic desert	1
1929	marine Taylor column	1
1930	land bridge	1
1931	terrigenous sediment	1
1932	marine streamer	1
1933	marine anoxic zone	1
1934	marine oxygen minimum zone	1
1935	marine downwelling	1
1936	marine benthic storm	1
1937	sea grass bed	1
1938	kelp forest	1
1939	marine algal bloom	1
1940	marine basaltic hydrothermal vent biome	1
1941	marine ultramafic hydrothermal vent biome	1
1942	marine white smoker biome	1
1943	marine black smoker biome	1
1944	marine subtidal rocky reef biome	1
1945	ocean biome	1
1946	sound	1
1947	emulsion	1
1948	midden	1
1949	strand crack	1
1950	ice rise	1
1951	cyanobacterial bloom	1
1952	mofetta	1
1953	blood plasma material	1
1954	thatched building roof	1
1955	paraffin oil	1
1956	composting toilet	1
1957	glaze ice layer	1
1958	ionosphere	1
1959	ozone layer	1
1960	atmospheric ozone	1
1961	pour-flush pit latrine	1
1962	pour-flush toilet fixture	1
1963	covered pit latrine with slab floor	1
1964	asbestos building roof	1
1965	wooden building roof	1
1966	sheet-iron building roof	1
1967	compressed biogas	1
1968	sheet-iron exterior wall	1
1969	concrete exterior wall	1
1970	salt dome	1
1971	unburnt-brick exterior wall	1
1972	burnt-brick exterior wall	1
1973	patio	1
1974	living room	1
1975	bathroom	1
1976	indoor kitchen	1
1977	domestic garden	1
1978	circalittoral zone	1
1979	compressed natural gas	1
1980	flat-wick lamp	1
1981	clay fermentation pit	1
1982	alum spring	1
1983	chyme material	1
1984	sweat material	1
1985	aqueous humour material	1
1986	nesting material	1
1987	pockmark field	1
1988	bedclothing	1
1989	hypodermic needle	1
1990	area of high atmospheric pressure	1
1991	radioactive spring	1
1992	soda spring	1
1993	salt spring	1
1994	chalybeate spring	1
1995	mantle lamp	1
1996	tropical mixed forest biome	1
1997	inland sea	1
1998	freshwater algal bloom	1
1999	barrier island	1
2000	microcontinental island	1
2001	marine mucilage	1
2002	mouth environment	1
2003	axilla skin environment	1
2004	silty clay	1
2005	sandy clay	1
2006	silty clay loam	1
2007	infralittoral zone	1
2008	freshwater littoral zone	1
2009	tropical mangrove	1
2010	bare soil surface layer	1
2011	tidal creek	1
2012	discarded fishing gear	1
2013	drainage canal	1
2014	natural plastic	1
2015	manufactured plastisphere	1
2016	foamed plastic	1
2017	water column	1
2018	thermoplastic material	1
2019	particulate organic nitrogen	1
2020	particulate organic carbon	1
2021	navigation canal	1
2022	active permafrost layer	1
2023	tropical mixed broadleaf forest	1
2024	lake water	1
2025	freshwater stream biome	1
2026	epixylon	1
2027	epipsammon	1
2028	epiphyton	1
2029	epipelon	1
2030	epilithon	1
2031	geyser	1
2032	step pool	1
2033	stream run	1
2034	artificial pond	1
2035	lost fishing gear	1
2036	treated wastewater	1
2037	desalinated water	1
2038	planetary cryosphere	1
2039	tropical mixed needleleaf forest	1
2040	tropical thorn forest	1
2041	tropical freshwater swamp forest	1
2042	tropical lower montane forest	1
2043	tropical upper montane forest	1
2044	tropical semi-evergreen moist broadleaf forest	1
2045	temperate mixed needleleaf forest	1
2046	corn exchange	1
2047	bunkhouse	1
2048	public toilet	1
2049	hillock	1
2050	violent environment	1
2051	shady environment	1
2052	attractive environment	1
2053	safe environment for human presence	1
2054	noisy environment	1
2055	food desert	1
2056	bike path	1
2057	public sports field	1
2058	public park	1
2059	playground	1
2060	area of ice cover	1
2061	snow-covered land	1
2062	time crystal	1
2063	water truck	1
2064	impromptu campground	1
2065	cotton plantation	1
2066	cobble sediment	1
2067	boulder sediment	1
2068	spit	1
2069	peninsula	1
2070	rift valley	1
2071	chaparral area	1
2072	rice field	1
2073	fish hatchery	1
2074	fish farm	1
2075	continental divide	1
2076	graben	1
2077	horst	1
2078	butte	1
2079	hanging valley	1
2080	polder	1
2081	quicksand bed	1
2082	esker	1
2083	fault escarpment	1
2084	ocean trench	1
2085	beaver pond	1
2086	land-tied island	1
2087	submarine canyon	1
2088	abyssal feature	1
2089	palsa mire	1
2090	tundra mire	1
2091	string mire	1
2092	pebble sediment	1
2093	granular sediment	1
2094	sandy sediment	1
2095	silty sediment	1
2096	leat	1
2097	marine sponge reef	1
2098	marine snow	1
2099	microbial mat material	1
2100	carbon dioxide-reducing sediment	1
2101	sulphate-reducing sediment	1
2102	iron-reducing sediment	1
2103	manganese-reducing sediment	1
2104	marine subtidal rocky reef	1
2105	marine coral reef deep fore reef	1
2106	marine coral reef buttress zone	1
2107	marine coral reef fore reef	1
2108	marine coral reef crest	1
2109	marine coral reef back reef	1
2110	marine coral reef flat zone	1
2111	nitrate-reducing sediment	1
2112	hyperthermophilic sediment	1
2113	thermophilic sediment	1
2114	mesophilic sediment	1
2115	marine hydrothermal plume	1
2116	marine hydrothermal vent chimney	1
2117	dilution basin mediterranean sea biome	1
2118	marine cold seep biome	1
2119	marine sponge reef biome	1
2120	clay sediment	1
2121	raised mire	1
2122	stony desert	1
2123	coal mine lake sediment	1
2124	tarn	1
2125	ultrafine respirable suspended particulate matter	1
2126	acidic hot spring	1
2127	extreme high temperature environment	1
2128	alkaline salt lake	1
2129	mesophilic sulfur spring	1
2130	epilimnion	1
2131	anaerobic mud	1
2132	artificial harbor	1
2133	anaerobic stream sediment	1
2134	polygenetic volcanic field	1
2135	pseudocrater	1
2136	penplain	1
2137	turlough	1
2138	plateau	1
2139	liman	1
2140	live cave	1
2141	joint-plane cave	1
2142	crevasse	1
2143	low tide zone	1
2144	high tide zone	1
2145	tidal pool	1
2146	bajada	1
2147	blowout	1
2148	kettle	1
2149	dune slack	1
2150	arsenate treated wood	1
2151	asphalt concrete	1
2152	alkaline hot spring	1
2153	cement plaster	1
2154	lime plaster	1
2155	nunatak	1
2156	mound	1
2157	mesa	1
2158	levee	1
2159	rocky desert	1
2160	sandy desert	1
2161	river valley	1
2162	blowhole	1
2163	atoll	1
2164	asphalt lake	1
2165	coffee plantation	1
2166	tea plantation	1
2167	banana plantation	1
2168	sisal plantation	1
2169	sugar plantation	1
2170	causeway	1
2171	peat cut	1
2172	cirque	1
2173	anabranch	1
2174	populated place	1
2175	gravel field	1
2176	underground river	1
2177	underground lake	1
2178	fishpond	1
2179	liquefied petroleum gas	1
2180	temperate shrubland biome	1
2181	pingo scar	1
2182	sedimentary stratum	1
2183	bacteria enriched soil	1
2184	mountain forest soil	1
2185	orchid soil	1
2186	manured soil	1
2187	limed soil	1
2188	frozen compost soil	1
2189	pond soil	1
2190	humus-rich acidic ash soil	1
2191	chloropicrin enriched soil	1
2192	meadow soil	1
2193	burned soil	1
2194	alluvial paddy field soil	1
2195	alluvial swamp soil	1
2196	lawn soil	1
2197	amictic lake	1
2198	fertilized soil	1
2199	urea enriched soil	1
2200	sawah soil	1
2201	jungle soil	1
2202	dry soil	1
2203	savanna soil	1
2204	allotment garden soil	1
2205	rice straw	1
2206	bakery	1
2207	acetamide enriched soil	1
2208	ethanol enriched soil	1
2209	skatole enriched soil	1
2210	beech forest soil	1
2211	vegetable garden soil	1
2212	greenhouse soil	1
2213	heat stressed soil	1
2214	tobacco warehouse	1
2215	volcanic dike	1
2216	stable manure	1
2217	chalk soil	1
2218	sake brewery	1
2219	poultry deep litter	1
2220	aviation fuel	1
2221	rye grass silage	1
2222	currency note	1
2223	sewage plant	1
2224	piggery	1
2225	mushroom compost	1
2226	warm seep	1
2227	back-arc basin	1
2228	water cooling	1
2229	container of an intermittent saline lake	1
2230	container of an intermittent oxbow lake	1
2231	underground irrigation canal	1
2232	intermittently filled reservoir	1
2233	wadi mouth	1
2234	marine terrace	1
2235	meander neck	1
2236	spruce forest soil	1
2237	leafy wood soil	1
2238	ornithogenic soil	1
2239	trimethylamine enriched soil	1
2240	sarcosine enriched soil	1
2241	bacon curing brine	1
2242	lost stream	1
2243	tailings dam	1
2244	sugarcane vinasse	1
2245	organic horizon	1
2246	slurry	1
2247	saprolite	1
2248	polluted river	1
2249	ditch mouth	1
2250	agricultural terrace	1
2251	cultivated environment	1
2252	cold environment	1
2253	extraterrestrial environment	1
2254	moatan	1
2255	freshwater environment	1
2256	endolithic environment	1
2257	outcrop	1
2258	atmospheric Taylor column	1
2259	crevice	1
2260	warm polymictic lake	1
2261	cold polymictic lake	1
2262	warm monomictic lake	1
2263	cold monomictic lake	1
2264	boulder field	1
2265	arrugado	1
2266	dimictic lake	1
2267	geographic sill	1
2268	tailings pond	1
2269	road cut	1
2270	blanket bog	1
2271	residential backyard	1
2272	pond bed	1
2273	anaerobic sludge blanket reactor	1
2274	thermophilic granular sludge	1
2275	thermophilic anaerobic methanogenic reactor	1
2276	aerobic sulfide-oxidizing bioreactor	1
2277	saline lake sediment	1
2278	inorganically enriched sediment	1
2279	pyritic acid mine drainage	1
2280	oil reservoir	1
2281	calanque	1
2282	military training area	1
2283	nuclear weapons test site	1
2284	diversionary dam	1
2285	dry dam	1
2286	wing dam	1
2287	check dam	1
2288	saddle dam	1
2289	multipurpose dam	1
2290	talik	1
2291	waterhole	1
2292	shingle beach	1
2293	swale	1
2294	brackish pond	1
2295	brackish lake	1
2296	reservoir bed	1
2297	calcite hot spring	1
2298	coarse beach sand	1
2299	dedicated campground	1
2300	lava tunnel	1
2301	bay	1
2302	dead cave	1
2303	sand pit quarry	1
2304	lake surface	1
2305	heath	1
2306	cotton dust	1
2307	grain dust	1
2308	asbestos dust	1
2309	clay dust	1
2310	cement dust	1
2311	metallic dust	1
2312	fibrous glass dust	1
2313	coal dust	1
2314	sidewalk	1
2315	bile material	1
2316	amniotic fluid material	1
2317	blood material	1
2318	waterspout	1
2319	landspout	1
2320	laboratory facility	1
2321	haze	1
2322	kaolin dust	1
2323	slate dust	1
2324	talc dust	1
2325	barium dust	1
2326	aluminium dust	1
2327	rapids	1
2328	mangrove island	1
2329	lagoon	1
2330	waterfall	1
2331	beaver dam	1
2332	pinnacle	1
2333	lake inlet	1
2334	gravel pit	1
2335	flood control dam	1
2336	irrigation dam	1
2337	hydroelectric dam	1
2338	natural harbor	1
2339	artificial island	1
2340	landlocked sea	1
2341	black smoker	1
2342	solfatara	1
2343	hadalpelagic zone	1
2344	marine mesopelagic zone	1
2345	marine abyssalpelagic zone	1
2346	desert oasis	1
2347	flood meadow ecosystem	1
2348	sabkha	1
2349	artificial reef	1
2350	riffle	1
2351	snow field	1
2352	drainage ditch	1
2353	irrigation ditch	1
2354	cove	1
2355	hedge	1
2356	silica dust	1
2357	public swimming pool	1
2358	coastal sea water	1
2359	flat glass	1
2360	tiled building roof	1
2361	pole-reinforced mud exterior wall	1
2362	straw exterior wall	1
2363	stone exterior wall	1
2364	thatched exterior wall	1
2365	stone building floor	1
2366	dung building floor	1
2367	glass building floor	1
2368	sandy building floor	1
2369	brick building floor	1
2370	quartz glass	1
2371	container glass	1
2372	saline wetland	1
2373	marine bathypelagic zone	1
2374	tidal mudflat	1
2375	gypsum plaster	1
2376	ceiling	1
2377	fence	1
2378	boundary wall	1
2379	non-hydraulic cement	1
2380	Bathymodiolus gill tissue material	1
2381	lacustrine mudflat	1
2382	Bathymodiolus-dominated oceanic mussel bed	1
2383	neritic mussel bed	1
2384	maar	1
2385	ground moraine	1
2386	diapir	1
2387	batholith	1
2388	pit latrine with slab floor	1
2389	chemical toilet fixture	1
2390	petting zoo	1
2391	smog	1
2392	storm surge	1
2393	slightly stratified estuary	1
2394	highly stratified estuary	1
2395	hydromorphic/phreatic dambo	1
2396	plasma	1
2397	hydrocarbon flame	1
2398	illegal informal settlement	1
2399	public utility line	1
2400	mesotrophic lake	1
2401	oligotrophic lake	1
2402	ocean strait	1
2403	asthenosphere	1
2404	solid planetary core	1
2405	liquid planetary core	1
2406	inner planetary core	1
2407	outer planetary core	1
2408	fluvial dambo	1
2409	chonolith	1
2410	drylot	1
2411	microcosm	1
2412	mesocosm	1
2413	pocasin	1
2414	ventilated improved pit latrine	1
2415	sea beach	1
2416	coastal plain	1
2417	inland cliff	1
2418	fracking liquid	1
2419	inverse estuary	1
2420	saline wedge estuary	1
2421	naphtha	1
2422	rock dust	1
2423	radioactive material	1
2424	volume of cyanoacrylate	1
2425	hoar crystal	1
2426	surface hoar	1
2427	graupel	1
2428	poultry hatchery	1
2429	manure pit	1
2430	gas well	1
2431	hydrothermal field	1
2432	mountain pass	1
2433	hydrothermally-influenced sediment	1
2434	cultured organic material	1
2435	cell culturing unit	1
2436	wood stain	1
2437	subpolar grassland	1
2438	quasi-stationary front	1
2439	frontal surface of a weather front	1
2440	open cage mariculture facility	1
2441	atmospheric frontal zone	1
2442	soil cryoturbate	1
